"product_id","product_release_id","product_name","roaster_id","product_created_at","release_created_at","roaster_tasting_notes_string","roaster_description"
2091,2201,Peru Nolberto Pérez,147,2019-08-11 19:42:10.616,2019-08-11 19:42:11.254,"Passion fruit, milk chocolate and orange zest",
2092,2202,Peru La Laguna Blend,147,2019-08-11 19:45:35.249,2019-08-11 19:45:35.955,"Cocoa, raisin, grape",
2093,2203,Ethiopia Yirgacheffe Banko Gotiti,147,2019-08-11 19:48:12.970,2019-08-11 19:48:13.575,"Jasmine, gooseberry, bergamot",
2094,2204,Orang Utan Espresso,147,2019-08-11 19:54:44.464,2019-08-11 19:54:45.169,"Cherry, molasses",
2095,2205,Mexico Oaxaca Blend,147,2019-08-11 19:56:19.692,2019-08-11 19:56:20.332,"Milk chocolate, orange",
2096,2206,Decaff,147,2019-08-11 19:57:33.528,2019-08-11 19:57:34.144,"Dark chocolate, molasses",
2097,2207,Liebelein,147,2019-08-11 20:00:08.678,2019-08-11 20:00:09.241,"Currant, blackberry and dark chocolate",
2098,2208,Bio-Espresso Tor 5,147,2019-08-11 20:04:28.684,2019-08-11 20:04:29.386,"Chocolaty, caramel and spicy",
2099,2209,Colombia Excelso La Mejorana,147,2019-08-11 20:09:22.917,2019-08-11 20:09:23.585,"Peach, dark chocolate, maple syrup",
2100,2210,Brazil Fazenda Nossa Senhora de Fatima,147,2019-08-11 20:21:36.661,2019-08-11 20:21:37.357,Cocoa & dry fruit,
2101,2211,Nicaragua El Limoncillo,147,2019-08-11 23:18:30.890,2019-08-11 23:18:32.272,"Bittersweet, fruity and flowery",
2102,2212,Thailand Doi Chang,147,2019-08-11 23:26:06.091,2019-08-11 23:26:06.776,"Sweet, almond",
2103,2213,Orang Utan,147,2019-08-11 23:31:15.414,2019-08-11 23:31:16.028,"blackberry, earl grey and malty",
2104,2214,Feininger,147,2019-08-11 23:33:00.737,2019-08-11 23:33:01.401,"Gentle, creamy",
2105,2215,Schaumkrone,147,2019-08-11 23:33:48.002,2019-08-11 23:33:48.700,"Powerful, creamy",
2106,2216,Espresso 1,147,2019-08-11 23:35:06.913,2019-08-11 23:35:07.627,"Powerful, nutty, caramel",
2107,2217,India Monsooned Malabar,147,2019-08-11 23:39:12.635,2019-08-11 23:39:13.358,"Strong, nutty",
2108,2218,La Morena,36,2019-08-12 01:04:30.173,2019-08-12 01:04:32.539,"Dark chocolate, toffee, blackberry",
2109,2219,El Obraje,36,2019-08-12 01:08:57.270,2019-08-12 01:09:00.377,"Dark chocolate, hazelnut, red grape

",
2110,2220,Reko,36,2019-08-12 01:15:38.718,2019-08-12 01:15:40.498,"Candied lemon, ripe berry, floral

",
2111,2221,Belle Epoque,36,2019-08-12 01:18:31.668,2019-08-12 01:18:32.271,"Strawberry, brown sugar, cocoa, sweet",
2112,2225,Deri Kochoha,108,2019-08-12 01:42:10.864,2019-08-12 01:42:11.421,"Lemon, apricot, black tea & peach",
2113,2226,Reynaldo Mairena,108,2019-08-12 01:46:00.161,2019-08-12 01:46:01.026,"Strawberry, macadamia, tobacco",
2114,2228,Aramosa Honey,68,2019-08-12 20:54:15.409,2019-08-12 20:54:16.757,"Caramel, Mango and Smooth",
2115,2229,El Durazno,68,2019-08-12 20:58:24.060,2019-08-12 20:58:25.326,"White Peach, Caramel and Smooth",
2116,2230,Juanachute,68,2019-08-12 21:03:34.556,2019-08-12 21:03:35.814,"Cinnamon, Dark Fruits and Complex",
2117,2231,Las Yungas,68,2019-08-12 21:06:45.973,2019-08-12 21:06:46.824,"Caramel, Fudge, Apricot and Creamy",
2118,2232,El Guayabal,68,2019-08-12 21:12:28.660,2019-08-12 21:12:29.587,"Plum, Maple Syrup and Sweet ",
2119,2233,Harbegona,124,2019-08-12 21:31:26.892,2019-08-12 21:31:27.253,"Violet, Nectarine and Jasmine",
2120,2234,Pulcal,124,2019-08-12 21:33:40.962,2019-08-12 21:33:41.305,"Apple, Caramel, Baker's Chocolate and Raspberry",
2121,2235,Entre Rios,5,2019-08-15 14:51:42.696,2019-08-15 14:51:43.343,"Milk chocolate, cherry, walnut",
2122,2236,Kolla Bolcha,23,2019-08-15 15:13:39.257,2019-08-15 15:13:39.688,"Jasmine, white peach and rosewater",
2123,2237,La Soledad Palo Alto,23,2019-08-15 15:22:11.170,2019-08-15 15:22:11.621,"Plum, blueberry, chocolate",
2124,4742,Isabela Marcos Gaspar,14,2019-08-15 15:31:23.545,2020-12-06 23:47:11.324,"Our winter menu's sun lamp - soft, bright, and cheerful. In the cup, we taste raspberry jam, plum, and honey.",
2124,2238,Isabela Marcos Gaspar,14,2019-08-15 15:31:23.545,2019-08-15 15:31:24.215,"Nectarine, marzipan, custard",
2125,2239,San Pedro Yosotatu,23,2019-08-15 15:44:28.720,2019-08-15 15:44:29.174,"Pistachio, cocoa nibs, oat cookie",
2126,2240,Kolla Bolcha Espresso,23,2019-08-15 15:46:56.808,2019-08-15 15:46:57.263,"Jasmine, white peach, rosewater",
2127,2241,Ethiopia Kayon Mountain,103,2019-08-15 15:53:19.031,2019-08-15 15:53:20.042,Orange | Creamy | Raspberry | Sugar Cane,
2128,2242,Hambella Natural,146,2019-08-15 15:57:28.520,2019-08-15 15:57:30.166,"Strawberry, melon, hops",
2129,2243,Nossa Senhora Aparecida,129,2019-08-15 16:09:38.205,2019-08-15 16:09:38.923,Caramel / Hazelnut / Milk Chocolate,
2130,2245,Carrizal Arriba Costa Rica Espresso,2,2019-08-15 16:21:27.348,2019-08-15 16:21:28.052,"Sweet melon, buttery, caramel",
2130,4753,Carrizal Arriba Costa Rica Espresso,2,2019-08-15 16:21:27.348,2020-12-07 22:46:09.249,"Sweet Orange, Toffee, Melon",
2131,2246,Ethiopia Buku Sayisa,4,2019-08-18 15:18:29.709,2019-08-18 15:18:30.387,"Sweet citrus, blueberry, mango",
2132,2247,Grape Nectar,71,2019-08-18 15:25:06.323,2019-08-18 15:25:08.202,"Concord grape, sweet, violet florals and herbal notes.",
2133,2248,Arnulfo Leguizamo,80,2019-08-18 15:29:33.414,2019-08-18 15:29:34.123,"Nougat, Cherry, Rich",
2134,2249,Virgilio Martinez,80,2019-08-18 15:33:01.891,2019-08-18 15:33:02.570,"Caramel, Almond, Orange",
2135,2250,Kathakwa AA,34,2019-08-18 15:41:48.868,2019-08-18 15:41:49.674,"Cola, blackcurrant and lime",
2136,2251,Pink Bourbon,130,2019-08-19 16:41:05.836,2019-08-19 16:41:06.673,"The cup has a sweet, heavy mouthfeel with a balanced acidity suggesting grapefruit and cherry.",
2137,2253,Utooni,16,2019-08-19 16:56:16.945,2019-08-19 16:56:17.585,"Black currant, blackberry jam and juicy",
2138,2254,Central Mattos,87,2019-08-19 20:05:36.810,2019-08-19 20:05:38.075,"Apricot, Dark Chocolate and Hazelnut ",
2139,2255,La Divina,47,2019-08-20 15:33:50.496,2019-08-20 15:33:51.081,"Honeydew, golden berry and jasmine.",
2140,2256,Finca Daniela,81,2019-08-20 15:46:01.196,2019-08-20 15:46:02.164,"Plum, Apricot, Red Apple",
2141,2257,Monte Alban Oaxaca Pluma,136,2019-08-20 15:58:32.431,2019-08-20 15:58:33.275,"Chocolate, Dried Apple, Pecan",
2142,2258,Nicaragua Los Milagros,121,2019-08-20 16:09:38.443,2019-08-20 16:09:39.159,Dried Pineapple + Clove + Dark Chocolate,
2143,2259,Mujeres De Hichozal,43,2019-08-21 19:20:18.952,2019-08-21 19:20:19.621,Cherry pie / custard.,
2144,2260,Los Suspiros,43,2019-08-21 19:25:12.562,2019-08-21 19:25:13.370,Peach cobbler / vanilla / almond,
2145,2261,Wote Konga,43,2019-08-21 19:40:02.070,2019-08-21 19:40:02.749,Raspberry / cinnamon / almond butter,
2146,2262,Adorsi Washed,43,2019-08-21 19:48:02.227,2019-08-21 19:48:03.123,Lime sorbet / apricot / honey,
2147,2263,Yarguera,43,2019-08-21 19:53:59.081,2019-08-21 19:53:59.729,Pear / chamomile / lime cordial,
2148,2264,Red de Mujeres,43,2019-08-21 19:57:52.521,2019-08-21 19:57:53.308,Red apple / toffee / hazelnut,
2149,2265,Slopes of 8,43,2019-08-21 20:06:22.392,2019-08-21 20:06:23.341,Rhubarb / red currant / grape jelly,
2150,2266,San Isidro III,43,2019-08-21 20:09:53.051,2019-08-21 20:09:53.776,Cherry liquer / pomegranate / ganache,
2151,2270,Guatemala Todos Santos,120,2019-08-22 16:34:32.592,2019-08-22 16:34:33.642,"Apple, Caramel, and Pecan",
2152,2271,Colombia Chiroso: Andres,120,2019-08-22 16:37:30.899,2019-08-22 16:37:32.089,"Watermelon, Lime, and Mango",
2153,2274,Berco AB,43,2019-08-23 14:50:01.355,2019-08-23 14:50:02.003,Blackcurrant / pink lemonade / apricot,
2154,2275,Kenya Utooni,106,2019-08-23 15:11:41.522,2019-08-23 15:11:42.378,"Cassis, marmelade d'orange, kaki mûr. Cassis, orange marmalade, sweet persimmon",
2155,2276,Éthiopie Kercha,106,2019-08-23 15:21:31.308,2019-08-23 15:21:32.165,"Arômes éclatantes, fraises, rhubarbe, figues séchées. Intense aromas, strawberries, rhubarb, dried figs.",
2156,2277,San Lorenzo,43,2019-08-24 15:00:04.798,2019-08-24 15:00:05.508,Mandarin / marshmallow / raspberry,
2157,2278,Ardent Washed,54,2019-08-24 15:07:12.908,2019-08-24 15:07:13.552,"Black tea, lemon-lime and vanilla.",
2158,2280,Worka Ethiopia,109,2019-08-25 23:55:06.914,2019-08-25 23:55:07.308,"Jasmine, nectarine, perfumed",
2159,2281,La Hermosa Washed,109,2019-08-25 23:59:14.582,2019-08-25 23:59:15.072,"Malty, chocolate, clean",
2160,2282,La Hermosa Honey,109,2019-08-26 00:00:18.239,2019-08-26 00:00:18.663,"Raisin, prune, soft",
2161,2283,La Hermosa Natural,109,2019-08-26 00:01:32.192,2019-08-26 00:01:32.508,"Raspberry, fruity, exotic",
2162,2285,Tatmara Natural 74112,94,2019-08-27 13:35:36.828,2019-08-27 13:35:37.299,"Plums, strawberries & citrus",
2163,2286,Fahem,94,2019-08-27 13:51:01.766,2019-08-27 13:51:02.310,"Rhubarb, tropical fruits, floral",
2164,2287,Red Bourbon Honey,146,2019-08-27 14:23:06.955,2019-08-27 14:23:07.929,Passionfruit / strawberry / tropical fruit,
2165,2288,Wild White,149,2019-08-27 14:44:46.237,2019-08-27 14:44:47.194,"",
2166,2289,Wild Black,149,2019-08-27 14:46:22.367,2019-08-27 14:46:22.810,,
2167,2290,Pure White,149,2019-08-27 14:48:13.242,2019-08-27 14:48:13.679,,
2168,2291,Pure Black,149,2019-08-27 14:49:17.552,2019-08-27 14:49:17.971,,
2169,2292,Kiyalo White,149,2019-08-27 14:55:00.881,2019-08-27 14:55:01.316,,
2170,2293,Kiyalo Black,149,2019-08-27 14:55:46.608,2019-08-27 14:55:47.052,,
2171,2294,Duvixe White,149,2019-08-27 14:58:44.150,2019-08-27 14:58:44.597,,
2172,2295,Duvixe Black,149,2019-08-27 15:00:00.187,2019-08-27 15:00:00.650,,
2173,2296,Ethiopia Gelana Abaya,139,2019-08-27 15:13:03.730,2019-08-27 15:13:04.607,"Lavender, stone fruit, sweet citrus with vanilla in the finish",
2174,2297,Honduras Luis Orlando Torres,106,2019-08-27 15:19:56.575,2019-08-27 15:19:57.818,"Corpulent, confiture d'abricots, épices douces.
Corpulent, apricot jam, sweet spices.",
2175,2298,Guatemala Ricardo Zelaya Honey Process,122,2019-08-27 20:49:42.050,2019-08-27 20:49:42.596,"Cherry, Dutched Chocolate and Marzipan",
2176,2299,Guatemala Huehuetenango Finca La Providencia,122,2019-08-27 20:54:41.134,2019-08-27 20:54:41.765,"Grapefruit, Honey and Five Spice",
2177,2301,Uraga,104,2019-08-28 00:58:43.453,2019-08-28 00:58:44.037,"Strawberry, tropical fruit, lemon",
2178,2302,Nova Resende,104,2019-08-28 01:25:18.618,2019-08-28 01:25:19.254,"Roasted almonds, dark chocolate",
2179,2303,Honduras Los Robles,4,2019-08-28 14:46:28.805,2019-08-28 14:46:29.515,"Plum, nougat, syrupy",
2180,2304,El Salvador La Divina Providencia,89,2019-08-28 14:53:19.759,2019-08-28 14:53:20.577,"juicy, milk chocolate, sugarmelon, cherry, ripe mango",
2181,2306,Yemen,69,2019-08-28 15:08:57.526,2019-08-28 15:08:59.482,"Dried Apricot, Shiraz, Red Plum",
2182,4247,Suga Pop Espresso Roast Masters Ny 2019 Second Place Competition Coffee,69,2019-08-28 15:10:31.229,2020-04-21 16:22:22.913,"Blueberry, White Lilac and 7-UP",
2182,2307,Suga Pop Espresso Roast Masters Ny 2019 Second Place Competition Coffee,69,2019-08-28 15:10:31.229,2019-08-28 15:10:32.967,,
2183,2308,Espresso Natural Brazil,69,2019-08-28 15:12:17.432,2019-08-28 15:12:19.895,"Chocolate, peanut butter",
2184,2309,Panama Washed,69,2019-08-28 15:18:55.057,2019-08-28 15:18:56.733,"Black tea, hibiscus, coca cola",
2185,4246,Natural Ethiopia Yirgacheffe Gersi,69,2019-08-28 15:28:55.235,2020-04-21 16:09:29.447,"Berry, Floral and Citrus",
2185,2310,Natural Ethiopia Yirgacheffe Gersi,69,2019-08-28 15:28:55.235,2019-08-28 15:28:56.854,"Berry, floral, citrus",
2186,2311,Washed Mexico,69,2019-08-28 15:36:11.839,2019-08-28 15:36:13.855,"Brown sugar, cedar, lemon",
2187,2312,El Salvador Washed,69,2019-08-28 15:37:07.700,2019-08-28 15:37:09.774,,
2188,2313,Organic Colombia Macizo,18,2019-08-30 14:41:29.650,2019-08-30 14:41:30.407,"Strawberry, Brown Sugar, Cocoa",
2189,2314,Turbo Espresso,18,2019-08-30 14:47:58.475,2019-08-30 14:47:59.395,"Toffee, chocolate, molasses",
2190,2315,Kiamaina PB,43,2019-08-30 15:19:33.331,2019-08-30 15:19:34.070,Blackberry / candied apple / lime,
2191,2316,Guatemala Eder Jiménez,65,2019-08-30 18:06:34.834,2019-08-30 18:06:35.290,"Clementine, chocolate, honey",
2192,2317,"14 Colombia Monteredondo",139,2019-08-30 18:24:09.310,2019-08-30 18:24:10.217,"Sweet and savory with fruit acidity and a smooth mouthfeel; tart cherry, dark chocolate, berry, toffee, red grape, pulpy ripe fruit, and raisin flavors",
2193,2319,São Luiz,34,2019-08-30 18:35:39.079,2019-08-30 18:35:39.882,"Chocolate, butterscotch, cashew.",
2194,4479,Luis Jose Valdez,37,2019-08-31 01:56:13.112,2020-05-25 03:00:32.633,"Raspberry, apricot, milk duds",
2194,2320,Luis Jose Valdez,37,2019-08-31 01:56:13.112,2019-08-31 01:56:13.329,"Cherries jubilee, Italian plum, papaya, cola, syrupy",
2195,2321,Los Cedros Enrique Salazar,37,2019-08-31 02:09:07.749,2019-08-31 02:09:08.782,"Milk chocolate, kaki fruit, orange zest, smooth",
2195,2907,Los Cedros Enrique Salazar,37,2019-08-31 02:09:07.749,2019-10-13 19:32:35.124,"Milk Chocolate, Nectarine, Orange, Caramel",
2196,2322,Finca El Arrayan,36,2019-08-31 02:26:08.697,2019-08-31 02:26:14.725,"Dark chocolate, orange, rich + sweet",
2197,2323,Decaf Sierra Madre,36,2019-08-31 02:30:48.544,2019-08-31 02:30:49.155,"Caramel, soft acidity + medium body",
2198,2324,Decaf Calypso,36,2019-08-31 02:35:00.784,2019-08-31 02:35:01.391,"Walnut, mild citrus + medium body",
2199,2325,Decaf Sidama,36,2019-08-31 02:36:35.190,2019-08-31 02:36:35.647,"Milk chocolate, berry + citrus",
2200,2326,Best of Cauca #1,150,2019-08-31 02:46:22.885,2019-08-31 02:46:23.258,"Apple, Peach, Plum",
2201,2327,Best of Cauca Blend,150,2019-08-31 02:48:45.390,2019-08-31 02:48:45.618," Lemon, Apple, Plum",
2202,2328,La Matilda,150,2019-08-31 02:53:58.108,2019-08-31 02:53:58.415,"Berry, Grape, Plum",
2203,2329,Kirinyaga AA,150,2019-08-31 02:56:38.905,2019-08-31 02:56:39.388,"Caramel, Currant, Raspberry",
2204,2330,Gahahe Natural,150,2019-08-31 02:59:23.789,2019-08-31 02:59:24.035,"Cream Soda, Hazelnut, Strawberry",
2205,2331,Adola Sami,150,2019-08-31 03:02:08.365,2019-08-31 03:02:08.680,"Lavender, Mango, Raspberry",
2206,4544,Ardi Natural,150,2019-08-31 03:05:10.115,2020-05-27 15:13:39.657,"Blueberry, Grape, Honey",
2206,2332,Ardi Natural,150,2019-08-31 03:05:10.115,2019-08-31 03:05:10.417,"Blueberry, Grape, Honey
",
2207,2333,Mirna Sagastsume,38,2019-09-02 01:18:43.080,2019-09-02 01:18:43.776,"Chocolate, Honeydew and Winy ",
2208,2334,El Crucero,87,2019-09-02 01:26:01.676,2019-09-02 01:26:02.472,"Peach, Raspberry and Cocoa",
2209,2335,Don Domingo,87,2019-09-02 01:28:48.178,2019-09-02 01:28:49.036,"Apple, Pecan and Caramel",
2210,4540,People's Daily,150,2019-09-03 00:10:07.672,2020-05-27 14:51:56.738,"Caramel, Chocolate, Cocoa",
2210,2336,People's Daily,150,2019-09-03 00:10:07.672,2019-09-03 00:10:07.977,"Caramel, Chocolate, Cocoa
",
2211,4542,People's Liberation,150,2019-09-03 00:13:18.046,2020-05-27 15:04:48.449,"Berry, Chocolate, Nutty",
2211,2337,People's Liberation,150,2019-09-03 00:13:18.046,2019-09-03 00:13:18.367,"Berry, Chocolate, Nutty",
2212,2338,Farmer's Collective,150,2019-09-03 00:16:00.155,2019-09-03 00:16:00.395,"Nutty, Sweet, Toffee",
2212,4545,Farmer's Collective,150,2019-09-03 00:16:00.155,2020-05-27 15:19:12.755,"Nutty, Sweet, Toffee",
2213,2339,Western Decadence,150,2019-09-03 00:18:36.172,2019-09-03 00:18:36.461,"Buttery, Grape, Peach",
2213,4546,Western Decadence,150,2019-09-03 00:18:36.172,2020-05-27 15:27:55.332,"Buttery, Grape, Peach",
2214,4547,Imperialiste Noir,150,2019-09-03 00:20:10.169,2020-05-27 15:33:24.397,"Dark Chocolate, Intense, Smoky",
2214,2340,Imperialiste Noir,150,2019-09-03 00:20:10.169,2019-09-03 00:20:10.380," Dark Chocolate, Intense, Smoky",
2215,4539,Nyet Decaffeinated,150,2019-09-03 00:22:51.669,2020-05-27 14:38:25.664,"Caramel, Chocolate, Toffee",
2215,2341,Nyet Decaffeinated,150,2019-09-03 00:22:51.669,2019-09-03 00:22:51.965,"Caramel, Chocolate, Toffee",
2216,2342,Walter Fernandez,38,2019-09-03 15:51:52.431,2019-09-03 15:51:53.006,"Fresh Almonds, Milk Chocolate and Cherry",
2217,2343,Githembe AA,124,2019-09-03 16:06:15.989,2019-09-03 16:06:16.332,"Blackberry, Rose Water and Strawberry",
2218,2344,Dolmin Moreno,124,2019-09-03 17:45:13.821,2019-09-03 17:45:14.197,"Starfruit, Blackberry and Floral ",
2219,2345,Bella Vista,124,2019-09-03 17:51:39.212,2019-09-03 17:51:39.589,"Nectarine, Coffee Blossom and Milk Chocolate ",
2220,2346,Tanzania Burka/Selian Estate Natural,151,2019-09-04 17:13:41.618,2019-09-04 17:13:41.834,"Liquorice, prune, tobacco leaf.",
2221,2347,Nicaragua Finca Limoncillo Washed Caturra,151,2019-09-04 18:10:51.240,2019-09-04 18:10:51.543,"Toffee, green apple, milk chocolate",
2222,2348,Nicaragua Finca La Escondida Washed Red Catuai,151,2019-09-04 18:32:01.383,2019-09-04 18:32:01.695,"Chocolate orange, brown sugar, lime zest",
2223,2349,Kenya Othaya Chinga Washed Peaberry,151,2019-09-04 18:35:19.801,2019-09-04 18:35:20.113,"Pink grapefruit, blackcurrant, blood orange",
2224,2350,Kenya Othaya Chinga Natural,151,2019-09-04 18:37:33.503,2019-09-04 18:37:33.801,"Bruised plums, blackjack sweets, blueberry.",
2225,2351,Kenya Kiriga Estate AB Washed,151,2019-09-04 18:46:43.991,2019-09-04 18:46:44.353,"Blackcurrant, cherry, black tea",
2226,2352,Kenya Kiriga Estate AA Washed,151,2019-09-04 18:48:58.818,2019-09-04 18:48:59.173,"Blackcurrant, orange, strawberry",
2227,2353,Kenya Karagoto Washed Peaberry,151,2019-09-04 18:51:46.607,2019-09-04 18:51:46.905,"Caramelised orange, blackcurrant, sherbet",
2228,2354,Honduras Finca Cerro Azul Washed Red Catuai,151,2019-09-04 18:56:17.368,2019-09-04 18:56:17.757,"Milk chocolate, single cream, pomegranate, cranberry.",
2229,2355,Honduras Finca Cerro Azul Natural Longberry,151,2019-09-04 18:58:52.730,2019-09-04 18:58:52.950,"Macerated strawberries, peach, pecan.",
2230,2356,Guatemala El Libano Washed,151,2019-09-04 19:04:39.972,2019-09-04 19:04:40.375,"Orange Fruit Pastille, milk chocolate, cocoa nibs.",
2231,2357,Ethiopia Adola Natural,151,2019-09-04 19:09:20.100,2019-09-04 19:09:20.398,"Raspberry, blueberry, cream.",
2232,2358,El Salvador Finca Siberia Washed Bourbon,151,2019-09-04 19:18:37.184,2019-09-04 19:18:37.408,"Caramel, white grape, tangerine, raspberry",
2233,2359,El Salvador Finca La Fany Washed Bourbon,151,2019-09-04 19:21:04.629,2019-09-04 19:21:04.923,"Brown sugar, milk chocolate, hazelnut, white grape",
2234,2360,El Salvador Finca La Fany Palo Alto Natural Bourbon,151,2019-09-04 19:24:11.357,2019-09-04 19:24:11.657,"Greengage, kiwi, pomelo, cherry",
2235,2361,Kenya Karagoto AA Washed,151,2019-09-04 19:27:58.508,2019-09-04 19:27:58.820,"Grapefruit, white sugar, lime zest, blackberry",
2236,2362,El Salvador Finca La Fany Natural Bourbon,151,2019-09-04 19:29:40.577,2019-09-04 19:29:40.878,"Green apple, cider, raisin, chocolate",
2237,2363,El Salvador Finca Argentina Washed Catimor,151,2019-09-04 19:34:25.073,2019-09-04 19:34:25.362,"Spicy, yellow plum, peach, cocoa.",
2238,2364,El Salvador Finca Argentina Washed Bourbon,151,2019-09-04 19:36:47.408,2019-09-04 19:36:47.708,"Hot chocolate, green apple, cocoa powder",
2239,2365,El Salvador Finca Argentina Piletas Natural Bourbon,151,2019-09-04 19:38:46.181,2019-09-04 19:38:46.474,"Raisin, candied peel, crème brûlée, caramel",
2240,2366,Costa Rica Sumava Finca Monte Llano Bonito Yellow Honey Villa Sarchi,151,2019-09-04 19:44:08.700,2019-09-04 19:44:08.998,"Honey, white sugar, peach.",
2241,2367,Costa Rica Finca Licho Yellow Honey,151,2019-09-04 19:46:19.765,2019-09-04 19:46:20.108,"Apricot, raspberry, syrupy",
2242,2368,Costa Rica Finca Licho Natural Villa Sarchi,151,2019-09-04 19:47:40.631,2019-09-04 19:47:40.924,"Cherry liqueur, lychee, sultana.",
2243,2369,Costa Rica ARBAR Finca El Oasis Red Honey,151,2019-09-04 19:51:10.298,2019-09-04 19:51:10.599,"Light syrup, tinned peach, Milky Way",
2244,2370,Costa Rica ARBAR Finca El Manantial Red Honey,151,2019-09-04 19:52:49.396,2019-09-04 19:52:49.709,"Orange squash, white sugar, peach",
2245,2371,Colombia Finca La Chorrera Washed Caturra S.C. Decaf,151,2019-09-04 19:55:15.938,2019-09-04 19:55:16.247,"Cherry drops, golden sugar, sweet, silky",
2246,2372,Bolivia Teodocio Mamani Organic,151,2019-09-04 19:58:21.628,2019-09-04 19:58:21.930,"Cadbury's Dairy Milk, peach, candied lemon.",
2246,4077,Bolivia Teodocio Mamani Organic,151,2019-09-04 19:58:21.628,2020-01-17 20:15:44.367,"Chocoholics, come on down! This one's just dark chocolate through and through. There's a little hit of cranberry, followed by a whisper of lime zest on the finish, but throughout it all the rich dark chocolate is the star.",
2247,2373,Bolivia Finca La Llama Washed Geisha Hawaii,151,2019-09-04 20:01:39.620,2019-09-04 20:01:39.918,"Apricot, pineapple, orange, floral",
2248,2374,Bolivia Finca Floripondio Washed SL28,151,2019-09-04 20:03:39.845,2019-09-04 20:03:40.143,"Blackcurrant, honeycomb, mango",
2249,2375,Bolivia Finca Floripondio Washed Batian,151,2019-09-04 20:04:53.182,2019-09-04 20:04:53.481,"White sugar, lime, black tea, blackcurrant, milk chocolate",
2250,2376,Bolivia Finca El Fuerte Washed Geisha,151,2019-09-04 20:08:12.723,2019-09-04 20:08:13.055,"Floral, black tea, peach",
2251,2377,Bolivia Finca El Fuerte Natural Geisha,151,2019-09-04 20:10:56.439,2019-09-04 20:10:56.787,"Rhubarb and custard sweets, floral, green apple, silky",
2252,2378,Bolivia Bebeto Mamani Washed Caturra,151,2019-09-04 20:15:12.849,2019-09-04 20:15:13.139,"Lime curd, pineapple cubes, raspberry, trifle.",
2253,2379,Phil-ter: Filter Blend,151,2019-09-04 20:31:03.752,2019-09-04 20:31:04.058,"Lemon zest, white sugar, green apple.",
2254,2917,Jailbreak: Red Blend,151,2019-09-04 20:36:02.706,2019-10-16 17:43:01.804,"In the cup this is all about milk chocolate and balance, there's a shoulder of black grape and a dusting of cocoa on the finish.",
2254,2380,Jailbreak: Red Blend,151,2019-09-04 20:36:02.706,2019-09-04 20:36:03.022,"Milk chocolate, black grape, cocoa",
2255,2381,Jabberwocky: White Blend,151,2019-09-04 20:39:42.561,2019-09-04 20:39:42.858,"Black cherry, blackcurrant, lime, Bakewell tart.",
2256,2916,Blake: Black Blend,151,2019-09-04 20:46:13.401,2019-10-16 17:36:52.764,"Blueberry, red liquorice, jelly babies",
2256,2382,Blake: Black Blend,151,2019-09-04 20:46:13.401,2019-09-04 20:46:13.701,"Dark chocolate, almond, currant",
2257,2383,Marciano Ortiz,23,2019-09-05 13:52:56.584,2019-09-05 13:52:57.021,"Plum, milk chocolate, concord grape",
2258,2384,Finca Juana,129,2019-09-05 14:05:48.571,2019-09-05 14:05:49.374,Strawberry / Apricot / Dried Plum / Honey,
2259,2385,Kercha,52,2019-09-05 14:18:05.810,2019-09-05 14:18:06.495,"Blackberry, Peach, Lavender",
2260,2386,Karimikui Factory,89,2019-09-05 14:26:52.236,2019-09-05 14:26:53.056,"cherry, hibiscus, rose petals, lemon finish",
2261,2387,"Fazenda Santa Cruz, Lot 112",89,2019-09-05 14:30:00.445,2019-09-05 14:30:01.273,"milk chocolate, strawberry",
2262,2388,Marilandia,43,2019-09-05 14:37:52.666,2019-09-05 14:37:53.356,Praline / baked peach / creamy,
2263,2389,Dambi Udo,43,2019-09-05 14:40:14.718,2019-09-05 14:40:15.444,Dried pineapple / papaya / honey,
2264,2390,Ethiopia Bombe,5,2019-09-05 14:53:29.894,2019-09-05 14:53:30.629,"Blackberry, blood orange, honey",
2265,2391,Qirtira Goyo,125,2019-09-05 15:47:35.203,2019-09-05 15:47:35.927,Fruit and Floral ,
2266,2392,Tumbabiro,125,2019-09-05 16:09:07.832,2019-09-05 16:09:08.633,Pomegranate ,
2267,2393,El Diamante,54,2019-09-05 17:34:14.867,2019-09-05 17:34:15.651,"Cinnamon, date, apple",
2268,2394,San Pedro Necta Espresso,54,2019-09-05 17:36:31.277,2019-09-05 17:36:31.846,"Brown sugar, chocolate, orange",
2269,2395,La Orquídea,54,2019-09-05 17:42:40.168,2019-09-05 17:42:40.866,"Plum, orange, praline",
2270,2396,Santo Tomás Pachuj,125,2019-09-05 17:44:47.721,2019-09-05 17:44:48.754,"White Grape, Honeydew, Chocolate Covered Almonds and Naval Orange",
2271,2397,Gathaithi AA,54,2019-09-05 17:45:20.087,2019-09-05 17:45:20.676,"Red currant, lime, grapefruit",
2272,2398,Nano Challa,125,2019-09-05 17:50:48.313,2019-09-05 17:50:49.177,"Mango, Pear and Blood Orange",
2273,2399,Las Delicias,146,2019-09-05 17:51:48.911,2019-09-05 17:51:49.862,Nectarine / Caramel / Vanilla,
2274,2400,"Costa Rica, Las Lajas YELLOW DIAMOND",137,2019-09-05 17:56:40.393,2019-09-05 17:56:40.962,"Orange, mango, sugar cane",
2275,2401,Neja Fadil,110,2019-09-05 18:02:03.489,2019-09-05 18:02:04.077,"Blackberry, Orange Juice & Skittles.",
